"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J2,J9,J8,J6,J12,J3,J1,J7,J11,J4,J10,J5";"SAMTEC_HDMR-19-01-S-SM-TR";12;"HDMR-19-01-S-SM-TR";;;
2;"H3,H4,H2,H1";"MountingHole_3.2mm_M3_DIN965_Pad_TopBottom";4;"MountingHole_Pad";;;
